price_id,price_type,product_code,category_tag,price,price_per,currency,date,location_id,proof_id,proof_type,country,city,qc_price_positive,qc_currency_present,qc_date_present,qc_date_not_future,qc_date_valid,qc_proof_present,qc_proof_visual,qc_product_identity,qc_core_eligible
42629,PRODUCT,3560070283484,,1.250,,EUR,2024-10-28,40,12176,RECEIPT,France,Paris,True,True,True,True,True,True,True,True,True
42630,PRODUCT,3560070206469,,1.990,,EUR,2024-10-28,40,12176,RECEIPT,France,Paris,True,True,True,True,True,True,True,True,True
43311,PRODUCT,3760297370206,,2.300,,EUR,2024-11-01,888,12358,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
44271,PRODUCT,3770018078151,,3.590,,EUR,2024-11-06,1429,13023,RECEIPT,France,Villeurbanne,True,True,True,True,True,True,False,True,True
44766,PRODUCT,3297760097969,,2.150,,EUR,2024-11-11,3,13257,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
45351,PRODUCT,8023678730606,,3.400,,EUR,2024-11-15,1481,13415,PRICE_TAG,France,Villeurbanne,True,True,True,True,True,True,True,True,True
45956,PRODUCT,8000500391228,,3.390,,EUR,2024-11-17,1350,13546,PRICE_TAG,France,Rennes,True,True,True,True,True,True,False,True,True
46112,PRODUCT,8033976484743,,2.990,,EUR,2024-09-28,872,13603,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,False,True,True
49129,PRODUCT,3456300014556,,2.810,,EUR,2024-11-23,1542,13728,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
52638,PRODUCT,3242272981053,,3.320,,EUR,2024-11-26,1057,13881,PRICE_TAG,France,Lyon,True,True,True,True,True,True,False,True,True
53006,PRODUCT,8000500391228,,4.590,,EUR,2024-11-29,1581,14017,PRICE_TAG,Italia,Salbertrand,True,True,True,True,True,True,False,True,True
53008,PRODUCT,8000500391228,,3.990,,EUR,2024-11-29,1581,14018,PRICE_TAG,Italia,Salbertrand,True,True,True,True,True,True,False,True,True
53216,PRODUCT,8000500391228,,3.390,,EUR,2024-11-29,1585,14059,PRICE_TAG,Italia,Torino,True,True,True,True,True,True,False,True,True
54677,PRODUCT,3019089042228,,2.560,,EUR,2024-12-04,1185,14496,PRICE_TAG,France,Lyon,True,True,True,True,True,True,False,True,True
55098,PRODUCT,3560070206469,,1.990,,EUR,2024-12-08,40,14689,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
55100,PRODUCT,3560070283484,,1.250,,EUR,2024-12-08,40,14689,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
57317,PRODUCT,3423182102411,,4.150,,EUR,2024-12-08,1,14728,SHOP_IMPORT,France,Grenoble,True,True,True,True,True,True,False,True,True
57452,PRODUCT,3500390010247,,17.580,,EUR,2024-12-08,1,14728,SHOP_IMPORT,France,Grenoble,True,True,True,True,True,True,False,True,True
57699,PRODUCT,3760020507916,,3.100,,EUR,2024-12-08,1,14728,SHOP_IMPORT,France,Grenoble,True,True,True,True,True,True,False,True,True
59194,PRODUCT,5000112611878,,1.990,,EUR,2024-12-14,1701,15108,PRICE_TAG,France,Lyon,True,True,True,True,True,True,False,True,True
59473,PRODUCT,3165959213028,,2.850,,EUR,2024-12-14,1701,15189,PRICE_TAG,France,Lyon,True,True,True,True,True,True,False,True,True
60645,PRODUCT,3560070283484,,1.250,,EUR,2024-12-22,40,15747,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
60739,PRODUCT,3266140053581,,23.050,,EUR,2024-12-22,256,15714,PRICE_TAG,France,Meylan,True,True,True,True,True,True,False,True,True
60741,PRODUCT,3500390010247,,19.990,,EUR,2024-12-22,256,15712,PRICE_TAG,France,Meylan,True,True,True,True,True,True,False,True,True
61133,PRODUCT,3560070283484,,1.250,,EUR,2024-12-26,40,15941,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
61807,PRODUCT,3250392335137,,2.090,,EUR,2024-12-28,49,16183,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
63162,PRODUCT,3560070283484,,1.250,,EUR,2025-01-02,40,16635,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
63163,PRODUCT,3560070206469,,1.990,,EUR,2025-01-02,40,16635,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
63902,PRODUCT,3760090370571,,7.990,,EUR,2025-01-04,8,16858,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
64492,PRODUCT,3019089042228,,2.500,,EUR,2025-01-06,1874,16945,PRICE_TAG,France,Seyssinet-Pariset,True,True,True,True,True,True,False,True,True
64553,PRODUCT,3560070283484,,1.120,,EUR,2025-01-06,1874,16950,PRICE_TAG,France,Seyssinet-Pariset,True,True,True,True,True,True,False,True,True
66491,PRODUCT,3038359004544,,1.170,,EUR,2025-01-09,3,17472,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
